bundle_id,sha256,md5,tool_input_filename,tool_input_relative_path,blind_relative_path,structured_relative_path,sample_type,attack_family,attack_name,final_label,original_image_id,generated_image_id
bundle_002722,c8c33dec9372365080a4e5a16a70eb9926fe4d35f1d61559ec769c0d4c05a981,088abbf08314907113fdde02f55d3977,bundle_002722.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002722.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002722.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002722_img_00014443_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014443,img_00014443__fgsm__efficientnet_b0
bundle_002723,2546df2b1f99bc4f41a19c9199e7d3e3fa4d232b73687319139d2989305518a1,3f40e7ce58d63bf88c071ddc7ad13e1f,bundle_002723.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002723.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002723.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002723_img_00014453_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014453,img_00014453__fgsm__efficientnet_b0
bundle_002724,348faeac8ebd30259eff058016e069561b37f41b5fb2001459c7871cd09b4375,e30109f6b80120633d4569da74d72178,bundle_002724.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002724.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002724.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002724_img_00014469_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014469,img_00014469__fgsm__efficientnet_b0
bundle_002725,382e412c70bfb0473ccb9de1558b96d5875f6af555ceba06888c27563319c6ab,b8c0cf8e83645bc4aca1fb73835ffb67,bundle_002725.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002725.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002725.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002725_img_00014472_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014472,img_00014472__fgsm__efficientnet_b0
bundle_002726,9e610bf179c4f2c7e16d7993f533f9050ff8ba61a3b9ef13329f0f8cc7470e17,67cf46d70126b60e1a388cbc4d07a9bc,bundle_002726.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002726.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002726.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002726_img_00014480_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014480,img_00014480__fgsm__efficientnet_b0
bundle_002727,2ffa62afb06bd70d7110a842fc4a17127345c5ff49e92adf0c389567e03e2e0c,02434e1b99737f250444bf0349ee49a4,bundle_002727.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002727.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002727.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002727_img_00014503_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014503,img_00014503__fgsm__efficientnet_b0
bundle_002728,0ba606d1772c479d37d6a3c8748672810ee521cabf6fb44159ecfad064551783,61276b80689554b10328640d361ea1da,bundle_002728.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002728.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002728.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002728_img_00014506_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014506,img_00014506__fgsm__efficientnet_b0
bundle_002729,b3e547b436ad9735e2644754b21edb6c91e4abe980af08d8f4e824092e9cb431,8af6cf9ed2d857953a18d89d227c3719,bundle_002729.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002729.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002729.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002729_img_00014514_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014514,img_00014514__fgsm__efficientnet_b0
bundle_002730,df7b34d6b5cf90327e6ba5b440ec7205923866bce650e155df2d62b11a77e9e0,b3bc8520ac16f2e078479b47d9329174,bundle_002730.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002730.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002730.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002730_img_00014525_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014525,img_00014525__fgsm__efficientnet_b0
bundle_002731,0c20ab2d94703bbaa71981ee7e95936fdfda35b64fc63b5dc57cecb0dee29fc9,05a3b652853ebc5870acd0d4c85b4c4c,bundle_002731.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002731.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002731.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002731_img_00014554_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014554,img_00014554__fgsm__efficientnet_b0
bundle_002732,2571e688c89ddf54ecfee99565be1d1ed32c51e3aa92a9903517f60ddf379590,534f40b711327e3127dc302c8c600e8c,bundle_002732.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002732.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002732.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002732_img_00014558_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014558,img_00014558__fgsm__efficientnet_b0
bundle_002733,314155b8483305ab7f4e27b87ebc31e03ad5fe9b9675f5b9caa17da234779f8b,578a6923bbad6d08c9931a7888a86612,bundle_002733.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002733.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002733.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002733_img_00014568_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014568,img_00014568__fgsm__efficientnet_b0
bundle_002734,0e06aaad4bcf89b909737d05c32ce4d40becb032e19bd5236d9f11694a8b832d,a18aae6a81b2c80d1c0f5c8c1a73ee2b,bundle_002734.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002734.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002734.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002734_img_00014571_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014571,img_00014571__fgsm__efficientnet_b0
bundle_002735,3364838e95a3b7dc863e23fd65c293f969a2063d8b9c386067d588698a320a7a,f769bebef47f28d4a79629c48e6889a2,bundle_002735.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002735.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002735.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002735_img_00014575_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014575,img_00014575__fgsm__efficientnet_b0
bundle_002736,0f704c87bc6699234cdca7ced123251f5315c61446df73111cb67af04338ca71,3591f08d59d4aabf0f00baf5aed06acd,bundle_002736.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002736.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002736.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002736_img_00014580_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014580,img_00014580__fgsm__efficientnet_b0
bundle_002737,a1a9e644b70d4a0268f4154a7e9a1a44dd6e2970fb35b8a919ccaacd7a343f67,bc7afa250b64f1f970761e36b6124755,bundle_002737.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002737.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002737.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002737_img_00014585_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014585,img_00014585__fgsm__efficientnet_b0
bundle_002738,c9c7e595d15c295cbf3e86f466dcab7e47688e3f83469ad67e665e1f80dd6e7b,a3a84498e001183a3fb4552c6e5c5bb7,bundle_002738.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002738.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002738.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002738_img_00014594_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014594,img_00014594__fgsm__efficientnet_b0
bundle_002739,546c4e287757210624176aad35703711a002b91df92c09c51ef4357f657c71e5,df6b1e6e785a76ec7de568aa207cf670,bundle_002739.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002739.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002739.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002739_img_00014600_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014600,img_00014600__fgsm__efficientnet_b0
bundle_002740,5a06d0295d5fe90a010a51405c7702b5241006c3842d8416c69c8dded0a11cf4,13f15f7eb90a71d0d77b41048e7dc840,bundle_002740.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002740.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002740.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002740_img_00014607_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014607,img_00014607__fgsm__efficientnet_b0
bundle_002741,ac6d47f872026357bd4310f898090f4f699d005f5e43d182bae00607e5ec0e79,00fa2317f51aaceac369672410ec2bec,bundle_002741.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002741.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002741.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002741_img_00014621_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014621,img_00014621__fgsm__efficientnet_b0
bundle_002742,38f5b6d3c77d6f0694feff476f3b37741f1c596d22e1353696d85c4baa8a6ba7,4381024ec8ec63743ca5568cae191a14,bundle_002742.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002742.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002742.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002742_img_00014623_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014623,img_00014623__fgsm__efficientnet_b0
bundle_002743,4f4d009bddd194685c2dc4927ba3910f69731c323fc68195e7a7364f5842d762,b820d2629ee0fdb91fbbb7b6481107e8,bundle_002743.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002743.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002743.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002743_img_00014631_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014631,img_00014631__fgsm__efficientnet_b0
bundle_002744,df37de4f5f88b6c99deb21ea2a1e9560d3bc9456efce5e9b5963fbf73226aa6d,012cb2226292bbe8416c9043e40f1fbb,bundle_002744.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002744.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002744.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002744_img_00014654_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014654,img_00014654__fgsm__efficientnet_b0
bundle_002745,c2149add3e820aff90fbea08414a86b2632ae5e1d16772334e44ca0f7260b50f,77b1f2771fe2e081ff931fe60c17f6e8,bundle_002745.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002745.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002745.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002745_img_00014656_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014656,img_00014656__fgsm__efficientnet_b0
bundle_002746,65124c1a6737a355279259a5f56bc15ace94a790edf188627a025852ca356afc,51295b6fa4aec22380ea42da9d814833,bundle_002746.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002746.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002746.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002746_img_00014659_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014659,img_00014659__fgsm__efficientnet_b0
bundle_002747,b9fbd68e9be9c5a111e99d121b46bce09f9d6954a0d7692edc66ce301fed9082,2543cfd0c1064e208a82e54cd8a070e9,bundle_002747.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002747.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002747.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002747_img_00014663_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014663,img_00014663__fgsm__efficientnet_b0
bundle_002748,9655ba96119b14cf45aa8c00420123a072b47455a765507a4aef2ddb2a791c34,c26fb9bf24fe37e2ca646dcf9b22c059,bundle_002748.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002748.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002748.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002748_img_00014682_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014682,img_00014682__fgsm__efficientnet_b0
bundle_002749,aba27fb68b06a969bc6b6e53da6a49804d88e62fb221e4e2dc48ea9362ea60e5,5d066e78881fc7887eb72914c514c4a6,bundle_002749.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002749.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002749.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002749_img_00014702_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014702,img_00014702__fgsm__efficientnet_b0
bundle_002750,3372df1907edd7ef90eed78a2e3aef05f7c3783aa2a9078dc95bd3a9f591948a,eba45c2147bf760ace236b864e767639,bundle_002750.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002750.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002750.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002750_img_00014716_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014716,img_00014716__fgsm__efficientnet_b0
bundle_002751,da4b727cd6b4a5ef40b4c90743d2c37f4c5c6c5236698576ef78d92378ebeb81,1a063827bdc909b8693cd04f63b7c579,bundle_002751.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002751.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002751.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002751_img_00014719_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014719,img_00014719__fgsm__efficientnet_b0
bundle_002752,9ff4d29c69c6cbeab63bdc2cdf90c6663b7b40a0bced69aa54b64d45125a8ed2,70752514c1b0abd85ddaedaec9333cf5,bundle_002752.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002752.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002752.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002752_img_00014725_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014725,img_00014725__fgsm__efficientnet_b0
bundle_002753,bca5f8b59b9f94fa83d8b4b93d0230a66aa67f26036236d3902123537ebf3053,1e477941c10606bec3658573189b7972,bundle_002753.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002753.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002753.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002753_img_00014728_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014728,img_00014728__fgsm__efficientnet_b0
bundle_002754,cbeafd3dc46d8b3917613e11c3e4e113e9e77870715599ce952713d2a9aba667,0e2aa2de5729441d92c8bcea3a49586f,bundle_002754.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002754.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002754.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002754_img_00014729_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014729,img_00014729__fgsm__efficientnet_b0
bundle_002755,4c3fc130481a54a4b5a548fce919c2efb2c4ca82aa24bca2d353eacfe43d779a,e53a5a669208eacb2d361a35e0b25cf5,bundle_002755.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002755.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002755.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002755_img_00014731_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014731,img_00014731__fgsm__efficientnet_b0
bundle_002756,2f8f7614afa34eb35b5266d373701a19151bc659cf0a4a92fc300b603114da99,d4ab439d8039eca475c8049d78bf9e13,bundle_002756.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002756.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002756.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002756_img_00014733_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014733,img_00014733__fgsm__efficientnet_b0
bundle_002757,2650750f8af12f4318f1387562e4b09f8ec7ec03279c22f1719e18a4998cf901,db17f8c3c136e5399760ec261f75d777,bundle_002757.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002757.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002757.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002757_img_00014741_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014741,img_00014741__fgsm__efficientnet_b0
bundle_002758,829f67cb0cfd99e8da3cbe5ca5c4a7f8b79ae9e7364eb2266c482c695845add1,2bd01d6e9bb2c8fae0baa13edf399334,bundle_002758.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002758.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002758.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002758_img_00014746_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014746,img_00014746__fgsm__efficientnet_b0
bundle_002759,5f623158f95a613f3ea8c40bdd13258c0ea2044b2dd9f1c6b79044290a64b03d,83475a17adcd44c8aa8dfdade3b0f000,bundle_002759.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002759.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002759.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002759_img_00014758_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014758,img_00014758__fgsm__efficientnet_b0
bundle_002760,8d0e85ed311793d32e6967856fb91fbe0ed2ef62c69faee8ad1499fd351caf05,682eb4782149982abb3272d97c14d602,bundle_002760.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002760.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002760.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002760_img_00014771_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014771,img_00014771__fgsm__efficientnet_b0
bundle_002761,25b87e5a9f40fe162d95ff01dbdc23d3a8555e26510ae206d45f2c9a1eee8d1a,f5614a6707960b0cd73c94347f5923f1,bundle_002761.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002761.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002761.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002761_img_00014773_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014773,img_00014773__fgsm__efficientnet_b0
bundle_002762,fbfa77c5156931dd42c7b95eeeafb345cef912375d415f24c12ffb3bed0af625,4f415ccf8467b686e69532ee1f3000dd,bundle_002762.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002762.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002762.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002762_img_00014779_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014779,img_00014779__fgsm__efficientnet_b0
bundle_002763,fc23a15a299383a3a70cb4f0ae8d201b99dd7ff3330e981021f5de248d072d20,b939942be781063b9b02019f8d4b1f02,bundle_002763.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002763.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002763.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002763_img_00014780_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014780,img_00014780__fgsm__efficientnet_b0
bundle_002764,0333cbccd02da06179a4e5d1d7bf65f719d36bc8b1c610d71ffac14f0b89079f,4f67371b9882224bd3b3080261f432d7,bundle_002764.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002764.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002764.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002764_img_00014793_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014793,img_00014793__fgsm__efficientnet_b0
bundle_002765,52421668318e48f7c9f376b1685c5713391f38367814f0d18c84b27bdcc9a24a,22ae67ea562baf144aef261b225902bc,bundle_002765.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002765.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002765.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002765_img_00014799_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014799,img_00014799__fgsm__efficientnet_b0
bundle_002766,55d0700e4c2915d4b840d4b48e06eabacff15da3675f35ab0658271c5eb8d49a,279916eb0bb1eb08e1318b000c818b4b,bundle_002766.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002766.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002766.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002766_img_00014800_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014800,img_00014800__fgsm__efficientnet_b0
bundle_002767,a1fe44e81ce7478aae2ec5e2ef4376c257359008890ca7fe51613f6e9d56fbcd,7981a1691195827dea056c138cbeb0cc,bundle_002767.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002767.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002767.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002767_img_00014808_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014808,img_00014808__fgsm__efficientnet_b0
bundle_002768,943771b42040dda922c6ae3c57b60edc63af79c3520386ddb3b74f1edc7529af,d6f0c581127f61383675d91b4f7070b9,bundle_002768.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002768.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002768.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002768_img_00014815_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014815,img_00014815__fgsm__efficientnet_b0
bundle_002769,c7d1ab33cf31b648cce4169c44428cea4ed45655234195c5a5c7f763d4e3a996,93cdc5fb0828bb361f87da39e02edfbe,bundle_002769.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002769.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002769.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002769_img_00014819_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014819,img_00014819__fgsm__efficientnet_b0
bundle_002770,11dcdcb2c2bea4dd99b96dc81c6cc18396b988cf77f3d53d8711f596243bc8a5,87095411ea4e2c243dc5797e6cc7cc3d,bundle_002770.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002770.png,datasets/forensic_evaluation_bundle/blind_tool_input/files/bundle_002770.png,datasets/forensic_evaluation_bundle/structured_audit_view/adversarial/fgsm/efficientnet_b0/fold_2/non_weapon/bundle_002770_img_00014841_fgsm_efficientnet_b0.png,perturbed,adversarial,fgsm,non_weapon,img_00014841,img_00014841__fgsm__efficientnet_b0
